tanggal,tahun,bulan,bulan_nama,program_studi,jumlah_pendaftar,frekuensi,kategori_data,catatan
2025-09-01,2025,9,September,Sistem Informasi,44,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-10-01,2025,10,Oktober,Sistem Informasi,11,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-11-01,2025,11,November,Sistem Informasi,6,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-12-01,2025,12,Desember,Sistem Informasi,6,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-01-01,2025,1,Januari,Manajemen,23,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-02-01,2025,2,Februari,Manajemen,30,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-03-01,2025,3,Maret,Manajemen,38,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-04-01,2025,4,April,Manajemen,45,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-05-01,2025,5,Mei,Manajemen,76,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-06-01,2025,6,Juni,Manajemen,121,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-07-01,2025,7,Juli,Manajemen,181,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-08-01,2025,8,Agustus,Manajemen,151,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-09-01,2025,9,September,Manajemen,61,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-10-01,2025,10,Oktober,Manajemen,15,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-11-01,2025,11,November,Manajemen,8,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-12-01,2025,12,Desember,Manajemen,8,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-01-01,2025,1,Januari,Akuntansi,14,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-02-01,2025,2,Februari,Akuntansi,19,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-03-01,2025,3,Maret,Akuntansi,23,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-04-01,2025,4,April,Akuntansi,28,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-05-01,2025,5,Mei,Akuntansi,46,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-06-01,2025,6,Juni,Akuntansi,74,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-07-01,2025,7,Juli,Akuntansi,112,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-08-01,2025,8,Agustus,Akuntansi,93,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-09-01,2025,9,September,Akuntansi,37,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-10-01,2025,10,Oktober,Akuntansi,9,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-11-01,2025,11,November,Akuntansi,5,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-12-01,2025,12,Desember,Akuntansi,5,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-01-01,2025,1,Januari,Teknik Industri,14,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-02-01,2025,2,Februari,Teknik Industri,18,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-03-01,2025,3,Maret,Teknik Industri,23,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-04-01,2025,4,April,Teknik Industri,27,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-05-01,2025,5,Mei,Teknik Industri,46,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-06-01,2025,6,Juni,Teknik Industri,73,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-07-01,2025,7,Juli,Teknik Industri,108,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-08-01,2025,8,Agustus,Teknik Industri,91,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-09-01,2025,9,September,Teknik Industri,36,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-10-01,2025,10,Oktober,Teknik Industri,9,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-11-01,2025,11,November,Teknik Industri,5,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2025-12-01,2025,12,Desember,Teknik Industri,5,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
